STATION,STATION_NAME,DATE,HPCP
COOP:234273,JEFFERSON BARRACKS MO US,20060511 00:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060511 02:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060515 21:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060516 15:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060516 22:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060516 23:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060601 01:00,0.00
COOP:234273,JEFFERSON BARRACKS MO US,20060601 11:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060601 14:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060601 15:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060601 17:00,0.60
COOP:234273,JEFFERSON BARRACKS MO US,20060601 18:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060610 22:00,0.40
COOP:234273,JEFFERSON BARRACKS MO US,20060611 00:00,0.20
COOP:234273,JEFFERSON BARRACKS MO US,20060611 01:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060611 06:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060611 08:00,0.20
COOP:234273,JEFFERSON BARRACKS MO US,20060611 12:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060617 15:00,0.20
COOP:234273,JEFFERSON BARRACKS MO US,20060618 15:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060618 18:00,0.20
COOP:234273,JEFFERSON BARRACKS MO US,20060622 18:00,0.20
COOP:234273,JEFFERSON BARRACKS MO US,20060622 19:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060629 03:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060629 05:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060701 01:00,999.99
COOP:234273,JEFFERSON BARRACKS MO US,20060701 05:00,999.99
COOP:234273,JEFFERSON BARRACKS MO US,20060704 20:00,0.80
COOP:234273,JEFFERSON BARRACKS MO US,20060704 21:00,0.40
COOP:234273,JEFFERSON BARRACKS MO US,20060706 14:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060711 07:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060711 08:00,0.20
COOP:234273,JEFFERSON BARRACKS MO US,20060711 14:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060714 17:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060719 20:00,0.50
COOP:234273,JEFFERSON BARRACKS MO US,20060719 21:00,0.50
COOP:234273,JEFFERSON BARRACKS MO US,20060721 12:00,0.40
COOP:234273,JEFFERSON BARRACKS MO US,20060729 18:00,0.90
COOP:234273,JEFFERSON BARRACKS MO US,20060729 19:00,0.80
COOP:234273,JEFFERSON BARRACKS MO US,20060730 09:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060801 01:00,999.99
COOP:234273,JEFFERSON BARRACKS MO US,20060801 05:00,999.99
COOP:234273,JEFFERSON BARRACKS MO US,20060809 17:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060810 04:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060810 15:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060819 01:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060819 02:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060819 04:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060820 00:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060820 13:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060826 08:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060826 09:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060826 10:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060827 07:00,0.50
COOP:234273,JEFFERSON BARRACKS MO US,20060827 08:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20060831 20:00,999.99
COOP:234273,JEFFERSON BARRACKS MO US,20060901 00:00,999.99
COOP:234273,JEFFERSON BARRACKS MO US,20060901 01:00,999.99
COOP:234273,JEFFERSON BARRACKS MO US,20061001 00:00,999.99
COOP:234273,JEFFERSON BARRACKS MO US,20061001 01:00,999.99
COOP:234273,JEFFERSON BARRACKS MO US,20061101 00:00,999.99
COOP:234273,JEFFERSON BARRACKS MO US,20061101 01:00,999.99
COOP:234273,JEFFERSON BARRACKS MO US,20061101 05:00,999.99
COOP:234273,JEFFERSON BARRACKS MO US,20061106 15:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061106 16:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061107 02:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061110 20:00,0.30
COOP:234273,JEFFERSON BARRACKS MO US,20061114 10:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061114 11:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061114 13:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061114 14:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061115 09:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061115 11:00,0.10
COOP:234273,JEFFERSON BARRACKS MO US,20061115 15:00,0.20
